"Date","Open","High","Low","Close","Volume","Adj Close"
"2014-10-06",75.260002,75.739998,74.32,74.959999,6384900,69.73921
"2014-10-03",74.949997,75.169998,74.110001,74.769997,5562700,69.562441
"2014-10-02",74.57,75.129997,73.370003,74.690002,7414200,69.488018
"2014-10-01",76.269997,76.519997,74.580002,75,8719600,69.776425
"2014-09-30",77.32,77.639999,75.919998,76.519997,8400600,71.190557
"2014-09-29",77.5,77.949997,76.779999,77.839996,5887100,72.418622
"2014-09-26",77.599998,78.470001,77.120003,78.120003,5253100,72.679127
"2014-09-25",78.699997,78.699997,77.57,77.57,4911400,72.16743
"2014-09-24",78.849998,79.080002,77.589996,78.720001,6278900,73.237337
"2014-09-23",79.540001,79.839996,78.860001,78.910004,4344800,73.414106
"2014-09-22",80.330002,80.330002,79.410004,79.68,5235600,74.130474
"2014-09-19",80.459999,81,80.309998,80.559998,8054300,74.949181
"2014-09-18",80.839996,80.870003,79.650002,79.970001,4424100,74.400277
"2014-09-17",81,81.089996,80.370003,80.639999,4242500,75.023611
"2014-09-16",79.5,81.279999,79.32,80.75,6172500,75.125951
"2014-09-15",78.239998,79.620003,77.959999,79.400002,3919800,73.869976
"2014-09-12",79.209999,79.220001,78.110001,78.449997,3950800,72.986137
"2014-09-11",78.230003,79.449997,78.019997,79.379997,4310300,73.851365
"2014-09-10",78.760002,79.010002,77.709999,78.989998,6569200,73.488529
"2014-09-09",79.470001,79.75,78.440002,78.959999,6466800,73.460619
"2014-09-08",79.940002,80.050003,78.660004,79.029999,6122800,73.525744
"2014-09-05",79.779999,80.489998,79.470001,80.349998,3596500,74.753808
"2014-09-04",81.139999,81.239998,79.449997,79.849998,5772500,74.288632
"2014-09-03",80.980003,81.370003,80.800003,80.900002,5902700,75.265505
"2014-09-02",81.059998,81.099998,79.769997,80.220001,5578000,74.632865
"2014-08-29",80.870003,81.230003,80.660004,81.220001,3409200,75.563217
"2014-08-28",80.889999,81,80.540001,80.660004,2987000,75.042222
"2014-08-27",80.879997,81.470001,80.610001,81.029999,3146400,75.386448
"2014-08-26",80.730003,81,80.529999,80.540001,3335600,74.930578
"2014-08-25",80.330002,80.989998,80.309998,80.800003,3531700,75.172471
"2014-08-22",80.68,80.910004,79.870003,80.239998,3645600,74.651469
"2014-08-21",80.57,81.07,80.400002,80.980003,3122100,75.339935
"2014-08-20",80.190002,80.599998,79.769997,80.5,4301800,74.893363
"2014-08-19",79.650002,80.18,79.400002,79.910004,5417300,74.344458
"2014-08-18",80.949997,80.949997,78.910004,79.339996,8478100,73.81415
"2014-08-15",80.260002,80.889999,79.809998,80.620003,5433200,75.005007
"2014-08-14",81.120003,81.209999,79.949997,80.169998,4557800,74.586345
"2014-08-13",81.190002,81.419998,80.720001,80.889999,3837600,75.256199
"2014-08-12",80.519997,80.760002,80.089996,80.419998,4046400,74.818933
"2014-08-11",81.730003,81.879997,80.760002,80.800003,3583300,75.172471
"2014-08-08",79.690002,81.43,79.690002,81.330002,4104900,75.665557
"2014-08-07",80.830002,80.980003,79.169998,79.589996,4055500,74.046739
"2014-08-06",79.650002,81.5,79.5,80.610001,5412400,74.995702
"2014-08-05",81.440002,81.589996,79.379997,79.739998,6406400,74.186293
"2014-08-04",80.760002,82.160004,80.300003,81.980003,5609600,76.270287
"2014-08-01",81.910004,81.93,79.830002,80.699997,9530200,75.07943
"2014-07-31",84.220001,84.559998,82.370003,82.5,7106000,76.754067
"2014-07-30",85.25,85.889999,84.110001,84.629997,5531800,78.735715
"2014-07-29",85.010002,85.440002,84.699997,84.709999,4054300,78.810145
"2014-07-28",86,86.110001,85.080002,85.190002,4804400,79.256717
"2014-07-25",86.160004,86.639999,85.779999,85.919998,3047300,79.935871
"2014-07-24",86.68,87.089996,86.239998,86.25,5033400,80.242888
"2014-07-23",86.120003,86.870003,85.690002,86.760002,4104700,80.71737
"2014-07-22",84.93,86.110001,84.860001,86.019997,4426100,80.028904
"2014-07-21",84.879997,85.169998,84.330002,84.529999,4718900,78.642681
"2014-07-18",84.900002,85.209999,84.519997,84.760002,4689200,78.856665
"2014-07-17",86.019997,86.400002,84.580002,84.68,5087400,78.782236
"2014-07-16",85.220001,86.760002,85.169998,86.690002,6313600,79.973084
"2014-07-15",85.629997,85.800003,84.32,84.709999,6041900,78.146495
"2014-07-14",85.129997,85.900002,84.919998,85.839996,4671900,79.188938
"2014-07-11",85.519997,85.610001,84.440002,84.730003,4875800,78.164949
"2014-07-10",84.910004,85.93,82.779999,85.669998,8248600,79.032112
"2014-07-08",85.980003,86.650002,85.730003,86.040001,4988900,79.373446
"2014-07-07",85.839996,86.209999,85.18,86.099998,3925600,79.428795
"2014-07-03",85.730003,86.400002,85.540001,86.400002,2669800,79.705553
"2014-07-02",85.809998,85.980003,85.309998,85.860001,3513600,79.207392
"2014-07-01",86.25,86.389999,85.639999,86.110001,3537900,79.438022
"2014-06-30",85.809998,85.93,85.220001,85.730003,4045900,79.087467
"2014-06-27",85.75,86.059998,85.400002,86,4511900,79.336544
"2014-06-26",85.589996,85.970001,84.559998,85.959999,4587900,79.299643
"2014-06-25",84.650002,85.730003,84.650002,85.620003,4980600,78.98599
"2014-06-24",86.019997,86.019997,84.790001,84.800003,8087800,78.229525
"2014-06-23",85.589996,86.43,85.470001,86.099998,5943500,79.428795
"2014-06-20",85.110001,85.459999,84.779999,85.360001,7426200,78.746133
"2014-06-19",84.269997,84.769997,84.139999,84.769997,4083800,78.201844
"2014-06-18",83.57,84.300003,83.18,84.239998,4511900,77.712911
"2014-06-17",83.18,83.779999,82.639999,83.75,4859500,77.260879
"2014-06-16",83.190002,83.830002,82.919998,83.690002,4753500,77.20553
"2014-06-13",82.800003,83.089996,82.050003,83.080002,4374900,76.642793
"2014-06-12",82.150002,83.239998,82.129997,82.860001,6279100,76.439838
"2014-06-11",81.5,82.099998,81.459999,81.949997,4538300,75.600344
"2014-06-10",80.830002,81.660004,80.559998,81.629997,6663400,75.305138
"2014-06-09",80.57,81.129997,80.400002,80.849998,3213400,74.585575
"2014-06-06",80.360001,81.18,80.220001,80.839996,5409500,74.576348
"2014-06-05",79.809998,80.059998,79.5,80.050003,4144600,73.847565
"2014-06-04",79.720001,79.989998,79.580002,79.800003,3585400,73.616936
"2014-06-03",79.470001,79.870003,79.279999,79.82,4551700,73.635383
"2014-06-02",80.209999,80.550003,79.050003,79.480003,5071900,73.32173
"2014-05-30",79.419998,80.110001,79.209999,79.940002,5991400,73.746088
"2014-05-29",79.489998,79.839996,78.900002,79.550003,4065600,73.386306
"2014-05-28",79.809998,80.540001,79.510002,79.57,6549900,73.404753
"2014-05-27",78.459999,79.050003,78.459999,79.040001,4175600,72.91582
"2014-05-23",78.529999,78.769997,78.300003,78.43,3566300,72.353084
"2014-05-22",78.400002,78.75,78.139999,78.459999,3508900,72.380758
"2014-05-21",78.239998,78.660004,78.040001,78.529999,4484300,72.445334
"2014-05-20",78.5,78.68,78.110001,78.540001,4353500,71.818024
"2014-05-19",78.010002,78.57,77.940002,78.43,3341700,71.717438
"2014-05-16",78.110001,78.239998,77.449997,78.059998,5868000,71.379103
"2014-05-15",78.459999,78.68,77.519997,78.110001,7914100,71.424826
"2014-05-14",78.739998,78.790001,78.349998,78.529999,4463000,71.808878
"2014-05-13",78.449997,78.82,78.239998,78.639999,5229000,71.909464
"2014-05-12",78.110001,78.419998,77.790001,78.410004,4979100,71.699153
"2014-05-09",77.099998,77.650002,76.910004,77.639999,5609600,70.995051
"2014-05-08",77.919998,78.07,76.769997,77.010002,6709900,70.418973
"2014-05-07",77.620003,78.220001,77.339996,78.110001,7189300,71.424826
"2014-05-06",77.199997,77.300003,76.639999,77.080002,5020100,70.482981
"2014-05-05",76.400002,77.300003,76.220001,76.889999,5842700,70.309241
"2014-05-02",74.879997,76.849998,74.870003,76.519997,9359500,69.970905
"2014-05-01",75.010002,75.330002,74.050003,75.029999,5895900,68.608431
"2014-04-30",75.029999,75.029999,74.169998,74.309998,6853600,67.950053
"2014-04-29",74.989998,75.339996,74.669998,74.68,5293400,68.288388
"2014-04-28",74.559998,74.830002,74.080002,74.650002,5190800,68.260957
"2014-04-25",74.440002,74.5,74.150002,74.400002,4658500,68.032353
"2014-04-24",74.419998,74.639999,73.949997,74.489998,5250300,68.114647
"2014-04-23",74.160004,74.540001,73.949997,74.019997,5285700,67.684872
"2014-04-22",74.690002,74.690002,73.940002,74.169998,5086300,67.822035
"2014-04-21",74.730003,74.949997,74.199997,74.599998,6328900,68.215233
"2014-04-17",73.57,74.889999,73.550003,74.769997,7230400,68.370682
"2014-04-15",71.470001,73.019997,71.290001,72.940002,7615000,66.697311
"2014-04-14",71.629997,71.629997,70.589996,71.510002,6240700,65.389699
"2014-04-11",70.279999,71.360001,69.980003,70.870003,8390800,64.804475
"2014-04-10",70.730003,70.830002,69.709999,69.709999,7581100,63.743753
"2014-04-09",70.110001,71.559998,70.07,71.540001,7536400,65.417131
"2014-04-08",70.010002,70.230003,69.459999,70.07,5751200,64.072942
"2014-04-07",70.239998,70.239998,69.330002,69.480003,5528800,63.533441
"2014-04-04",70.830002,71,70.040001,70.220001,5520200,64.210105
"2014-04-03",70.919998,70.919998,70.18,70.199997,5161000,64.191813
"2014-04-02",70.309998,71,70.25,70.889999,5672800,64.822761
"2014-04-01",70.470001,70.669998,70.129997,70.309998,4957700,64.292399
"2014-03-31",70.760002,70.989998,70.129997,70.349998,5020800,64.328977
"2014-03-28",69.43,70.400002,69.169998,70.349998,5763100,64.328977
"2014-03-27",68.610001,69.610001,68.610001,69.290001,6049900,63.359701
"2014-03-26",68.709999,69.190002,68.489998,68.599998,5732100,62.728753
"2014-03-25",67.940002,68.470001,67.68,68.389999,5986600,62.536727
"2014-03-24",67.68,68.07,67.410004,67.559998,5339900,61.777763
"2014-03-21",68.459999,68.480003,67.470001,67.480003,9094200,61.704615
"2014-03-20",67.410004,68,67.110001,67.900002,3968600,62.088667
"2014-03-19",68.379997,68.410004,67.029999,67.5,4322600,61.7229
"2014-03-18",67.419998,68.120003,67.349998,68.099998,5658600,62.271547
"2014-03-17",66.739998,67.290001,66.650002,67.290001,4663900,61.530874
"2014-03-14",66.089996,66.709999,66.040001,66.599998,4648300,60.899927
"2014-03-13",66.779999,66.839996,66.089996,66.32,4531900,60.643892
"2014-03-12",66.169998,66.75,66.010002,66.540001,4135300,60.845064
"2014-03-11",67,67.389999,66.279999,66.529999,4415600,60.835918
"2014-03-10",66.400002,66.940002,66.099998,66.889999,3711400,61.165107
"2014-03-07",66.639999,67,66.309998,66.510002,4938700,60.817633
"2014-03-06",66.599998,66.669998,66.300003,66.389999,3996600,60.707901
"2014-03-05",66.580002,67,66.25,66.300003,4671500,60.625607
"2014-03-04",66.800003,66.889999,66.349998,66.5,4906600,60.808487
"2014-03-03",66.360001,67.199997,65.980003,66.309998,6218300,60.634746
"2014-02-28",66.290001,66.879997,65.620003,66.5,6263300,60.808487
"2014-02-27",66,66.25,65.330002,66.25,4988900,60.579883
"2014-02-26",66.629997,66.800003,65.830002,66.129997,5159400,60.470151
"2014-02-25",66.300003,66.849998,66.139999,66.519997,5871500,60.826772
"2014-02-24",65,66.790001,64.980003,66.419998,8054500,60.735332
"2014-02-21",64.989998,65.029999,64.629997,64.68,6576200,59.144255
"2014-02-20",64.980003,65.199997,64.870003,64.919998,6111800,59.363712
"2014-02-19",65.260002,66,64.989998,65,6144900,59.436867
"2014-02-18",65.57,65.730003,65.199997,65.370003,4877100,59.775202
"2014-02-14",64.660004,65.650002,64.5,65.529999,4596800,59.921505
"2014-02-13",64.440002,65.110001,64.230003,64.709999,5844700,59.171686
"2014-02-12",66.629997,66.790001,65.089996,65.220001,6962800,59.007096
"2014-02-11",64.650002,65.699997,64.599998,65.57,5754200,59.323753
"2014-02-10",64.959999,64.959999,64.129997,64.580002,5854800,58.428063
"2014-02-07",64.790001,65,64.160004,64.970001,5337100,58.780911
"2014-02-06",63.68,64.400002,63.459999,64.300003,5546800,58.174737
"2014-02-05",63.68,63.810001,62.740002,63.459999,6528300,57.414753
"2014-02-04",64.019997,64.080002,63.450001,63.709999,6543700,57.640937
"2014-02-03",65.099998,65.389999,63.77,63.860001,7768000,57.77665
"2014-01-31",65.050003,65.480003,64.349998,64.949997,10717600,58.762812
"2014-01-30",66.599998,66.650002,65.32,65.75,5527800,59.486606
"2014-01-29",66.169998,66.209999,65.339996,65.82,5671600,59.549938
"2014-01-28",65.949997,66.279999,65.730003,66.209999,4338000,59.902786
"2014-01-27",66.279999,66.599998,65.639999,65.860001,5381000,59.586128
"2014-01-24",67.769997,67.769997,66.400002,66.57,6016100,60.228492
"2014-01-23",68.050003,68.589996,67.599998,67.849998,4333500,61.386557
"2014-01-22",68.489998,68.790001,68.050003,68.370003,4100700,61.857026
"2014-01-21",68.080002,68.269997,67.709999,68.260002,4711800,61.757504
"2014-01-17",68.019997,68.290001,67.5,67.510002,4852000,61.078949
"2014-01-16",68.050003,68.07,67.089996,67.830002,5356700,61.368466
"2014-01-15",68.370003,68.699997,67.809998,68.080002,4573700,61.594651
"2014-01-14",67.830002,68.379997,67.660004,68.32,4783800,61.811786
"2014-01-13",68.68,68.75,67.480003,67.739998,7244000,61.287036
"2014-01-10",69.620003,69.779999,68.790001,68.870003,4799400,62.309395
"2014-01-09",69.809998,69.93,69.129997,69.459999,4078900,62.843188
"2014-01-08",70.480003,70.480003,69.519997,69.690002,6405300,63.051281
"2014-01-07",70.25,70.489998,69.959999,70.370003,3659500,63.666504
"2014-01-06",70.339996,70.809998,70.019997,70.260002,4418300,63.566982
"2014-01-03",70.080002,70.349998,69.830002,69.959999,3095000,63.295558
"2014-01-02",70.269997,70.919998,69.529999,69.779999,4351800,63.132705
"2013-12-31",69.949997,70.739998,69.75,70.650002,3281300,63.91983
"2013-12-30",70.470001,70.639999,69.870003,69.910004,3035400,63.250325
"2013-12-27",70.07,70.589996,70.059998,70.389999,1965600,63.684596
"2013-12-26",70,70.440002,69.93,70.190002,2413200,63.503651
"2013-12-24",69.629997,69.980003,69.309998,69.93,1625000,63.268417
"2013-12-23",70.080002,70.75,69.449997,69.559998,4177400,62.933661
"2013-12-20",69.110001,70.489998,69.050003,69.879997,8311700,63.223177
"2013-12-19",68.910004,69.379997,68.720001,69.080002,6962200,62.49939
"2013-12-18",69.449997,69.599998,68.230003,69.400002,7959500,62.788906
"2013-12-17",69.82,69.849998,69.050003,69.059998,4880900,62.481291
"2013-12-16",69.699997,70.139999,69.519997,69.790001,4167400,63.141754
"2013-12-13",69.540001,70.160004,69.290001,69.43,4649000,62.816047
"2013-12-12",69.129997,69.790001,68.910004,69.480003,5714600,62.861287
"2013-12-11",70.309998,70.330002,69.050003,69.110001,5776900,62.526531
"2013-12-10",70.199997,70.629997,69.809998,70.309998,4712300,63.612215
"2013-12-09",70.550003,70.989998,70.199997,70.440002,4952900,63.729836
"2013-12-06",71.18,71.480003,70.199997,70.769997,5560700,64.028394
"2013-12-05",71.209999,71.349998,70.120003,70.839996,5040400,64.091726
"2013-12-04",72.339996,72.620003,71.120003,71.410004,5399100,64.607434
"2013-12-03",72.470001,73.139999,72.139999,72.470001,5411900,65.566455
"2013-12-02",73.389999,73.489998,72.25,72.57,5696100,65.656928
"2013-11-29",72.639999,73.540001,72.5,72.800003,2434300,65.865021
"2013-11-27",72.940002,73.400002,72.379997,72.620003,3301300,65.702168
"2013-11-26",72.82,73.510002,72.489998,72.93,4089800,65.982635
"2013-11-22",73.489998,74.07,73.239998,74.019997,3633800,66.968797
"2013-11-21",72.470001,73.599998,72.400002,73.339996,3988900,66.353574
"2013-11-20",72.489998,72.93,72.089996,72.25,4139300,65.367412
"2013-11-19",72.120003,72.690002,71.760002,72.260002,7124200,65.376461
"2013-11-18",73.470001,73.629997,72.199997,72.309998,4718300,65.421694
"2013-11-15",73.550003,73.57,72.75,73.300003,5341200,66.317391
"2013-11-14",73.580002,73.800003,73.199997,73.68,3833000,66.661189
"2013-11-13",72.739998,73.360001,72.57,73.339996,3463600,66.353574
"2013-11-12",73.25,73.470001,72.610001,72.82,3125000,65.883113
"2013-11-11",73.459999,73.830002,73.330002,73.559998,2786700,66.552618
"2013-11-08",72.489998,73.720001,72.370003,73.690002,4819600,66.670238
"2013-11-07",73.849998,73.93,72.269997,72.510002,5836600,65.602646
"2013-11-06",73.190002,73.970001,73.110001,73.900002,5644300,66.860233
"2013-11-05",73.029999,73.279999,72.5,72.57,4592500,65.656928
"2013-11-04",73.370003,73.510002,72.839996,73.330002,3604300,66.344532
"2013-11-01",73.559998,73.559998,72.209999,73.089996,4921000,66.127389
"2013-10-31",73.660004,74.480003,73.279999,73.330002,5556600,66.344532
"2013-10-30",74.400002,74.480003,72.870003,73.25,5278500,66.272151
"2013-10-29",74.199997,74.589996,74,74.339996,3389900,67.258313
"2013-10-28",73.910004,74.059998,73.599998,73.889999,3480100,66.851183
"2013-10-25",73.529999,74.099998,73.010002,74.059998,4218700,67.004987
"2013-10-24",72.669998,73.489998,72.440002,73.389999,3707900,66.398814
"2013-10-23",72.919998,72.919998,71.949997,72.389999,4442600,65.494075
"2013-10-22",73.260002,73.529999,72.879997,73.260002,3597300,66.2812
"2013-10-21",73.529999,73.580002,72.900002,73.050003,3407000,66.091206
"2013-10-18",73.580002,73.589996,72.730003,73.43,5223700,66.435004
"2013-10-17",72.68,73.470001,72.540001,73.410004,4494300,66.416912
"2013-10-16",72.32,73.089996,72.199997,72.959999,5534800,66.009776
"2013-10-15",71.900002,72.25,71.470001,71.889999,6252200,65.041705
"2013-10-14",71.300003,72.029999,71.25,71.959999,4223800,65.105036
"2013-10-11",70.82,71.849998,70.760002,71.709999,4592100,64.878852
"2013-10-10",69.800003,71.110001,69.690002,71.080002,4454400,64.308868
"2013-10-09",70.239998,70.389999,69.620003,69.769997,5768400,62.499385
"2013-10-08",70.769997,71.129997,70.150002,70.169998,5142800,62.857703
"2013-10-07",70.400002,71.18,70.150002,70.879997,4621600,63.493714
"2013-10-04",70.18,70.989998,70.029999,70.970001,4996700,63.574339
"2013-10-03",70.190002,70.32,69.57,70.169998,6550800,62.857703
"2013-10-02",70.019997,70.57,69.75,70.360001,5022400,63.027905
"2013-10-01",69.459999,70.449997,69.32,70.040001,4141300,62.741252
"2013-09-30",69.690002,69.919998,69.300003,69.510002,4802100,62.266484
"2013-09-27",70.160004,70.379997,69.919998,70.309998,3423000,62.983113
"2013-09-26",70.339996,70.440002,69.889999,70.230003,3836600,62.911455
"2013-09-25",70.489998,70.690002,70.029999,70.32,3970000,62.992073
"2013-09-24",70.629997,71.040001,70.339996,70.400002,5739700,63.063738
"2013-09-23",70.660004,70.730003,69.800003,70.580002,4680500,63.22498
"2013-09-20",70.849998,71.089996,70.269997,71,10130600,63.601211
"2013-09-19",70.599998,70.910004,70.059998,70.839996,4741300,63.457881
"2013-09-18",69.589996,70.940002,69.419998,70.559998,5209400,63.207061
"2013-09-17",69.309998,69.919998,69.260002,69.699997,3737500,62.436679
"2013-09-16",69.769997,69.809998,69.139999,69.339996,4780300,62.114194
"2013-09-13",69.139999,69.419998,68.879997,69.190002,3996100,61.979831
"2013-09-12",69.190002,69.209999,68.720001,68.779999,3616300,61.612553
"2013-09-11",68.730003,69.379997,68.580002,69.160004,3782500,61.952958
"2013-09-10",68.900002,68.970001,68.309998,68.660004,4464700,61.505062
"2013-09-09",68.25,68.919998,68.050003,68.870003,5166400,61.693177
"2013-09-06",67.879997,68.769997,67.449997,68.199997,5990100,61.092992
"2013-09-05",67.660004,68.110001,67.459999,67.769997,4285000,60.707801
"2013-09-04",66.870003,68.099998,66.709999,67.660004,6529100,60.60927
"2013-09-03",66.959999,66.989998,66.510002,66.790001,5541900,59.829929
"2013-08-30",66.279999,66.540001,66.120003,66.300003,4963300,59.390993
"2013-08-29",66.510002,66.550003,65.980003,66.160004,4382800,59.265583
"2013-08-28",66.18,67.330002,66.18,66.769997,6656000,59.812009
"2013-08-27",65.949997,66.559998,65.940002,66.019997,5352100,59.140166
